0136,"{'Lon': 37.656429, 'Lat': 55.763292}","ул. Земляной Вал, д.2",12,0
0459,"{'Lon': 37.6520953, 'Lat': 55.7724956}","ул. Каланчёвская, д.15А",12,0
0002,"{'Lon': 37.5997037, 'Lat': 55.7468663}","Гоголевский б-р (напротив д.17, стр.1)",14,0
0305,"{'Lon': 37.5745946, 'Lat': 55.678373}","ул. Кржижановского, вл.22, стр.2",12,0
0039,"{'Lon': 37.642574, 'Lat': 55.759038}","ул. Покровка, д.7/9-11",22,0
0058,"{'Lon': 37.654944, 'Lat': 55.750628}","Серебряническая наб., д.29",12,0
0072,"{'Lon': 37.645943, 'Lat': 55.7364956}","Космодамианская наб., д.46/50",20,0
0349,"{'Lon': 37.535522, 'Lat': 55.706203}",Университетская пл. (напротив ГЗ МГУ),24,0
0382,"{'Lon': 37.526472, 'Lat': 55.642252}","ул. Профсоюзная, д.91 (ст. м. Беляево, южный вестибюль)",18,0
0379,"{'Lon': 37.541377, 'Lat': 55.642636}","ул. Введенского, д.13А",12,0
0343,"{'Lon': 37.554776, 'Lat': 55.706491}","ул. Косыгина, д.18, стр.1",24,0
0318,"{'Lon': 37.5731731, 'Lat': 55.7032184}","Ленинский пр-т, д.45",12,0
0321,"{'Lon': 37.540695, 'Lat': 55.6841473}","Ленинский пр-т, д.79",12,0
0330,"{'Lon': 37.5701523, 'Lat': 55.6843417}","ул. Профсоюзная, д.7/12",12,0
0331,"{'Lon': 37.557668, 'Lat': 55.6736328}","ул. Профсоюзная, д.46, к.1",12,0
0332,"{'Lon': 37.5529925, 'Lat': 55.6689814}","ул. Профсоюзная, д.58/32, к.2 (ст. м. Новые Черёмушки, выход №3)",24,0
0333,"{'Lon': 37.5397093, 'Lat': 55.6560575}","ул. Профсоюзная, д.61А (ст. м. Калужская)",18,0
0443,"{'Lon': 37.636561, 'Lat': 55.8086515}","пр-т Мира, д.97",12,0
0471,"{'Lon': 37.6095579, 'Lat': 55.8218255}","ул. Академика Королёва, д.12Б",12,0
0472,"{'Lon': 37.6299313, 'Lat': 55.8154706}","Звёздный б-р, д.18/1",12,0
0417,"{'Lon': 37.6168972, 'Lat': 55.7935234}","ул. Шереметьевская, д.2 (ст. м. Марьина Роща, выход №5)",12,0
0251,"{'Lon': 37.5409806, 'Lat': 55.7521422}","1-й Красногвардейский пр., д.13, стр.1",12,0
0146,"{'Lon': 37.65385, 'Lat': 55.74229}","ул. Верхняя Радищевская, д.22 (ст. м. Таганская)",12,0
0393,"{'Lon': 37.5708842, 'Lat': 55.6748694}","Нахимовский пр-т, д.45, стр.1",12,0
0236,"{'Lon': 37.5719413, 'Lat': 55.7654099}","ул. Малая Грузинская, д.19/2",18,0
0339,"{'Lon': 37.5145855, 'Lat': 55.6589469}","ул. Обручева, д.16, к.1",12,0
0397,"{'Lon': 37.57295, 'Lat': 55.68685}","ул. Дмитрия Ульянова, д.24 (ст. м. Академическая)",18,0
0489,"{'Lon': 37.679857, 'Lat': 55.789152}",ст. м. Сокольники,24,0
0484,"{'Lon': 37.5880136, 'Lat': 55.8126995}","ул. Руставели (напротив д.6, к.5)",12,0
0528,"{'Lon': 37.53454, 'Lat': 55.80364}","ул. Черняховского, д.4А",12,0
0329,"{'Lon': 37.5372313, 'Lat': 55.6760559}","ул. Гарибальди, д.6, к.1",12,0
0399,"{'Lon': 37.6057778, 'Lat': 55.653513}","Симферопольский б-р, д.15, к.5",12,0
0308,"{'Lon': 37.579688, 'Lat': 55.7015839}","ул. Вавилова, д.17",12,0
